web-scraper-order,web-scraper-start-url,Disease,Disease-href,Symptoms
1576022471-4875,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alcohol use disorder,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243,"Experiencing withdrawal symptoms — such as nausea, sweating and shaking — when you don't drink, or drinking to avoid these symptoms"
1576022197-4119,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Takayasu's arteritis,https://www.mayoclinic.org/diseases-conditions/takayasus-arteritis/symptoms-causes/syc-20351335,Muscle and joint aches and pains
1576022307-4425,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aplastic anemia,https://www.mayoclinic.org/diseases-conditions/aplastic-anemia/symptoms-causes/syc-20355015,Shortness of breath with exertion
1576022463-4833,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Addison's disease,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293,"Nausea, diarrhea or vomiting (gastrointestinal symptoms)"
1576022332-4512,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Dissociative disorders,https://www.mayoclinic.org/diseases-conditions/dissociative-disorders/symptoms-causes/syc-20355215,A perception of the people and things around you as distorted and unreal
1576022221-4174,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aphasia,https://www.mayoclinic.org/diseases-conditions/aphasia/symptoms-causes/syc-20369518,Speak in sentences that don't make sense
1576022226-4194,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic valve regurgitation,https://www.mayoclinic.org/diseases-conditions/aortic-valve-regurgitation/symptoms-causes/syc-20353129,"Sensations of a rapid, fluttering heartbeat (palpitations)"
1576022485-4921,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute kidney failure,https://www.mayoclinic.org/diseases-conditions/kidney-failure/symptoms-causes/syc-20369048,Fatigue
1576022283-4364,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Angelman syndrome,https://www.mayoclinic.org/diseases-conditions/angelman-syndrome/symptoms-causes/syc-20355621,Intellectual disability
1576022129-3953,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atypical hyperplasia of the breast,https://www.mayoclinic.org/diseases-conditions/atypical-hyperplasia/symptoms-causes/syc-20369773,Atypical ductal hyperplasia causes abnormal cells that appear similar to the cells of the breast ducts.
1576022148-4012,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Athlete's foot,https://www.mayoclinic.org/diseases-conditions/athletes-foot/symptoms-causes/syc-20353841,"Walk barefoot in public areas where the infection can spread, such as locker rooms, saunas, swimming pools, communal baths and showers"
1576022191-4105,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Osteoarthritis,https://www.mayoclinic.org/diseases-conditions/osteoarthritis/symptoms-causes/syc-20351925,"Grating sensation. You might feel a grating sensation when you use the joint, and you might hear popping or crackling."
1576022176-4072,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Asbestosis,https://www.mayoclinic.org/diseases-conditions/asbestosis/symptoms-causes/syc-20354637,Loss of appetite with weight loss
1576022240-4258,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Antisocial personality disorder,https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/symptoms-causes/syc-20353928,"Hostility, significant irritability, agitation, aggression or violence"
1576022463-4836,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Addison's disease,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293,Irritability
1576022411-4731,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Agoraphobia,https://www.mayoclinic.org/diseases-conditions/agoraphobia/symptoms-causes/syc-20355987,"Enclosed spaces, such as movie theaters, elevators or small stores"
1576022275-4356,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vasculitis,https://www.mayoclinic.org/diseases-conditions/vasculitis/symptoms-causes/syc-20363435,Headache
1576022238-4247,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Generalized anxiety disorder,https://www.mayoclinic.org/diseases-conditions/generalized-anxiety-disorder/symptoms-causes/syc-20360803,Inability to set aside or let go of a worry
1576022320-4470,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anal fissure,https://www.mayoclinic.org/diseases-conditions/anal-fissure/symptoms-causes/syc-20351424,A visible crack in the skin around the anus
1576022481-4904,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute lymphocytic leukemia,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077,Frequent infections
1576022479-4899,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute myelogenous leukemia,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109,Easy bruising
1576022357-4585,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Wheat allergy,https://www.mayoclinic.org/diseases-conditions/wheat-allergy/symptoms-causes/syc-20378897,Diarrhea
1576022505-4970,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acromegaly,https://www.mayoclinic.org/diseases-conditions/acromegaly/symptoms-causes/syc-20351222,Erectile dysfunction in men
1576022236-4238,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Social anxiety disorder,https://www.mayoclinic.org/diseases-conditions/social-anxiety-disorder/symptoms-causes/syc-20353561,Having anxiety in anticipation of a feared activity or event
1576022201-4134,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Arteriovenous malformation,https://www.mayoclinic.org/diseases-conditions/arteriovenous-malformation/symptoms-causes/syc-20350544,Loss of consciousness
1576022213-4160,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Appendicitis,https://www.mayoclinic.org/diseases-conditions/appendicitis/symptoms-causes/syc-20369543,Loss of appetite
1576022483-4917,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute liver failure,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863,Sleepiness
1576022444-4775,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adrenal cancer,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026,"Hormone changes in women that might cause excess facial hair, hair loss on the head and irregular periods"
1576022350-4561,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amyotrophic lateral sclerosis (ALS),https://www.mayoclinic.org/diseases-conditions/amyotrophic-lateral-sclerosis/symptoms-causes/syc-20354022,Hand weakness or clumsiness
1576022307-4428,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aplastic anemia,https://www.mayoclinic.org/diseases-conditions/aplastic-anemia/symptoms-causes/syc-20355015,Frequent or prolonged infections
1576022178-4075,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Rheumatoid arthritis,https://www.mayoclinic.org/diseases-conditions/rheumatoid-arthritis/symptoms-causes/syc-20353648,"Tender, warm, swollen joints"
1576022465-4842,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Nicotine dependence,https://www.mayoclinic.org/diseases-conditions/nicotine-dependence/symptoms-causes/syc-20351584,You give up social or recreational activities in order to smoke. You may stop going to smoke-free restaurants or stop socializing with certain family members or friends because you can't smoke in these locations or situations.
1576022183-4085,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Psoriatic arthritis,https://www.mayoclinic.org/diseases-conditions/psoriatic-arthritis/symptoms-causes/syc-20354076,"Swollen fingers and toes. Psoriatic arthritis can cause a painful, sausage-like swelling of your fingers and toes. You may also develop swelling and deformities in your hands and feet before having significant joint symptoms."
1576022342-4542,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Lazy eye (amblyopia),https://www.mayoclinic.org/diseases-conditions/lazy-eye/symptoms-causes/syc-20352391,Abnormal results of vision screening tests
1576022254-4306,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,Eroded teeth and calluses on the knuckles from induced vomiting
1576022152-4017,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ataxia,https://www.mayoclinic.org/diseases-conditions/ataxia/symptoms-causes/syc-20355652,Poor coordination
1576022240-4256,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Antisocial personality disorder,https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/symptoms-causes/syc-20353928,Repeatedly violating the rights of others through intimidation and dishonesty
1576022311-4453,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ehrlichiosis,https://www.mayoclinic.org/diseases-conditions/ehrlichiosis/symptoms-causes/syc-20372142,Joint pain
1576022172-4065,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrial septal defect,https://www.mayoclinic.org/diseases-conditions/atrial-septal-defect/symptoms-causes/syc-20369715,Stroke
1576022181-4079,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Reactive arthritis,https://www.mayoclinic.org/diseases-conditions/reactive-arthritis/symptoms-causes/syc-20354838,Eye inflammation. Many people who have reactive arthritis also develop eye inflammation (conjunctivitis).
1576022332-4510,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Dissociative disorders,https://www.mayoclinic.org/diseases-conditions/dissociative-disorders/symptoms-causes/syc-20355215,"Memory loss (amnesia) of certain time periods, events, people and personal information"
1576022240-4257,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Antisocial personality disorder,https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/symptoms-causes/syc-20353928,Impulsiveness or failure to plan ahead
1576022367-4620,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Peanut allergy,https://www.mayoclinic.org/diseases-conditions/peanut-allergy/symptoms-causes/syc-20376175,"Skin reactions, such as hives, redness or swelling"
1576022213-4156,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Appendicitis,https://www.mayoclinic.org/diseases-conditions/appendicitis/symptoms-causes/syc-20369543,Sudden pain that begins on the right side of the lower abdomen
1576022522-5018,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Achilles tendinitis,https://www.mayoclinic.org/diseases-conditions/achilles-tendinitis/symptoms-causes/syc-20369020,Medical conditions. People who have psoriasis or high blood pressure are at higher risk of developing Achilles tendinitis.
1576022394-4704,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alcoholic hepatitis,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388,Abdominal tenderness
1576022346-4550,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alzheimer's disease,https://www.mayoclinic.org/diseases-conditions/alzheimers-disease/symptoms-causes/syc-20350447,Eventually forget the names of family members and everyday objects
1576022203-4138,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Arteriovenous fistula,https://www.mayoclinic.org/diseases-conditions/arteriovenous-fistula/symptoms-causes/syc-20369567,Fatigue
1576022236-4235,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Social anxiety disorder,https://www.mayoclinic.org/diseases-conditions/social-anxiety-disorder/symptoms-causes/syc-20353561,"Fear of physical symptoms that may cause you embarrassment, such as blushing, sweating, trembling or having a shaky voice"
1576022489-4936,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Guillain-Barré syndrome,https://www.mayoclinic.org/diseases-conditions/guillain-barre-syndrome/symptoms-causes/syc-20362793,Difficulty breathing
1576022363-4603,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pet allergy,https://www.mayoclinic.org/diseases-conditions/pet-allergy/symptoms-causes/syc-20352192,Postnasal drip
1576022485-4923,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute kidney failure,https://www.mayoclinic.org/diseases-conditions/kidney-failure/symptoms-causes/syc-20369048,Nausea
1576022477-4884,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Radiation sickness,https://www.mayoclinic.org/diseases-conditions/radiation-sickness/symptoms-causes/syc-20377058,Diarrhea
1576022429-4755,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Age spots (liver spots),https://www.mayoclinic.org/diseases-conditions/age-spots/symptoms-causes/syc-20355859,"Are usually tan, brown or black"
1576022448-4790,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adnexal tumors,https://www.mayoclinic.org/diseases-conditions/adnexal-tumors/symptoms-causes/syc-20355053,Connective tissue around the ovaries or fallopian tubes
1576022384-4667,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Allergies,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497,"Runny, stuffy nose"
1576022226-4190,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic valve regurgitation,https://www.mayoclinic.org/diseases-conditions/aortic-valve-regurgitation/symptoms-causes/syc-20353129,"Chest pain (angina), discomfort or tightness, often increasing during exercise"
1576022444-4783,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adrenal cancer,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026,Loss of weight without trying
1576022382-4664,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Dust mite allergy,https://www.mayoclinic.org/diseases-conditions/dust-mites/symptoms-causes/syc-20352173,"In a child, frequent upward rubbing of the nose"
1576022515-4998,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Infant reflux,https://www.mayoclinic.org/diseases-conditions/infant-acid-reflux/symptoms-causes/syc-20351408,Spits up blood or a material that looks like coffee grounds
